,label
335,True
23604,Fake
30001,Fake
28335,Fake
10581,True
10460,True
38458,Fake
30956,Fake
26558,Fake
21329,True
44132,Fake
5144,True
19232,True
1725,True
42381,Fake
42722,Fake
27378,Fake
23688,Fake
12745,True
15378,True
19946,True
32140,Fake
30259,Fake
35252,Fake
28447,Fake
43368,Fake
5679,True
19101,True
19584,True
19950,True
27249,Fake
34468,Fake
34156,Fake
13462,True
34105,Fake
15294,True
1106,True
34398,Fake
25842,Fake
18923,True
19900,True
40757,Fake
31723,Fake
42697,Fake
16347,True
34073,Fake
39900,Fake
7946,True
27487,Fake
27653,Fake
42151,Fake
10008,True
37918,Fake
4173,True
40893,Fake
43789,Fake
11975,True
42439,Fake
6120,True
22425,Fake
12936,True
10058,True
12664,True
11836,True
6190,True
33568,Fake
10023,True
5209,True
869,True
3781,True
7792,True
29132,Fake
22385,Fake
12744,True
10337,True
14041,True
34506,Fake
43874,Fake
5824,True
6181,True
19173,True
33328,Fake
19923,True
3540,True
28232,Fake
24713,Fake
11962,True
16595,True
40453,Fake
41508,Fake
38134,Fake
1643,True
16306,True
9296,True
29396,Fake
20780,True
7003,True
29187,Fake
34417,Fake
3828,True
20406,True
10857,True
27776,Fake
27698,Fake
31197,Fake
39364,Fake
2707,True
43793,Fake
21264,True
28448,Fake
4139,True
33839,Fake
44127,Fake
9197,True
1491,True
8503,True
24882,Fake
21901,Fake
33954,Fake
43646,Fake
7276,True
290,True
42147,Fake
24566,Fake
4924,True
16551,True
9404,True
40772,Fake
10961,True
12300,True
43068,Fake
24541,Fake
17900,True
4851,True
26913,Fake
9270,True
5036,True
34569,Fake
8668,True
37341,Fake
33815,Fake
4212,True
7969,True
15586,True
21145,True
43235,Fake
38210,Fake
34164,Fake
16676,True
30868,Fake
1660,True
20991,True
22213,Fake
7179,True
33398,Fake
13607,True
11679,True
40108,Fake
5892,True
4195,True
9114,True
39411,Fake
28724,Fake
13833,True
34311,Fake
1459,True
24143,Fake
31044,Fake
24897,Fake
41740,Fake
42072,Fake
40441,Fake
16343,True
6769,True
8951,True
26116,Fake
412,True
44274,Fake
17441,True
28935,Fake
10339,True
7128,True
3487,True
44221,Fake
9967,True
29998,Fake
3228,True
13635,True
13968,True
23197,Fake
4464,True
17252,True
29807,Fake
2089,True
41981,Fake
26371,Fake
8989,True
24783,Fake
36907,Fake
40265,Fake
25095,Fake
14065,True
7714,True
25892,Fake
20243,True
42488,Fake
43418,Fake
41689,Fake
1856,True
43840,Fake
36057,Fake
11995,True
25578,Fake
27211,Fake
43191,Fake
38965,Fake
30212,Fake
26065,Fake
11151,True
16824,True
3131,True
4085,True
15397,True
6291,True
31975,Fake
23947,Fake
5509,True
17111,True
29119,Fake
39526,Fake
40623,Fake
13280,True
6753,True
22872,Fake
9343,True
41199,Fake
5205,True
18062,True
17238,True
13361,True
29362,Fake
39024,Fake
31365,Fake
12034,True
30953,Fake
13655,True
10998,True
41136,Fake
16450,True
39854,Fake
34090,Fake
7884,True
33661,Fake
30951,Fake
20224,True
44478,Fake
10381,True
10235,True
15211,True
11203,True
33052,Fake
6918,True
160,True
24586,Fake
43598,Fake
41577,Fake
32625,Fake
30310,Fake
13242,True
28194,Fake
9869,True
17331,True
27847,Fake
16248,True
37565,Fake
3282,True
33660,Fake
10608,True
36216,Fake
8523,True
5788,True
8511,True
7530,True
16068,True
44163,Fake
26079,Fake
26934,Fake
21891,Fake
24262,Fake
4110,True
43473,Fake
7681,True
24676,Fake
20810,True
31970,Fake
40398,Fake
2194,True
23774,Fake
26743,Fake
35499,Fake
7469,True
13866,True
7733,True
35578,Fake
21471,Fake
40066,Fake
15982,True
40928,Fake
31136,Fake
9874,True
32559,Fake
11872,True
2108,True
1478,True
4077,True
8790,True
42980,Fake
2007,True
22782,Fake
8279,True
10365,True
23045,Fake
44121,Fake
9210,True
19817,True
4101,True
28432,Fake
8087,True
27637,Fake
39246,Fake
4369,True
30338,Fake
24931,Fake
4163,True
7298,True
18994,True
30299,Fake
40374,Fake
28014,Fake
36473,Fake
23890,Fake
33542,Fake
31833,Fake
33668,Fake
18217,True
24167,Fake
27548,Fake
26677,Fake
12923,True
44029,Fake
30169,Fake
42985,Fake
33612,Fake
3733,True
23509,Fake
44789,Fake
4227,True
41088,Fake
6630,True
1594,True
19473,True
31039,Fake
21550,Fake
6997,True
13528,True
30743,Fake
12757,True
32095,Fake
44487,Fake
29256,Fake
29694,Fake
31046,Fake
35996,Fake
31196,Fake
8003,True
35821,Fake
9174,True
41268,Fake
30328,Fake
5826,True
40944,Fake
24052,Fake
21759,Fake
30140,Fake
16851,True
33621,Fake
28915,Fake
14901,True
8969,True
28255,Fake
5478,True
27930,Fake
29237,Fake
37073,Fake
9813,True
6251,True
29729,Fake
12102,True
33670,Fake
19214,True
15772,True
32577,Fake
736,True
20821,True
15465,True
24990,Fake
40939,Fake
30035,Fake
21867,Fake
11574,True
38044,Fake
3945,True
17772,True
7485,True
6286,True
6615,True
15896,True
41580,Fake
42737,Fake
9047,True
24891,Fake
4885,True
27731,Fake
18587,True
8824,True
39832,Fake
20417,True
34829,Fake
44827,Fake
17500,True
40024,Fake
44497,Fake
27168,Fake
8866,True
3979,True
3183,True
23803,Fake
19994,True
25988,Fake
30933,Fake
33974,Fake
23289,Fake
33988,Fake
9041,True
39566,Fake
31415,Fake
30081,Fake
30114,Fake
25012,Fake
36258,Fake
1536,True
44429,Fake
38184,Fake
30461,Fake
825,True
11023,True
33102,Fake
369,True
35992,Fake
42476,Fake
42965,Fake
25685,Fake
38029,Fake
15477,True
25651,Fake
20601,True
40918,Fake
8823,True
4486,True
36883,Fake
44650,Fake
627,True
518,True
29207,Fake
4382,True
6468,True
17372,True
36038,Fake
8220,True
36218,Fake
4809,True
25210,Fake
35755,Fake
34213,Fake
1994,True
37065,Fake
7057,True
28188,Fake
19583,True
25465,Fake
25427,Fake
18093,True
21563,Fake
39416,Fake
37668,Fake
4359,True
33090,Fake
36992,Fake
1065,True
16470,True
1217,True
39333,Fake
43910,Fake
25339,Fake
20378,True
21971,Fake
43359,Fake
6882,True
19589,True
573,True
27712,Fake
20441,True
33163,Fake
3947,True
30590,Fake
15410,True
25888,Fake
41453,Fake
29162,Fake
16327,True
40384,Fake
18892,True
40610,Fake
18283,True
23417,Fake
28835,Fake
8400,True
38079,Fake
7972,True
1139,True
14487,True
16789,True
22404,Fake
2865,True
32185,Fake
18752,True
1932,True
6060,True
39261,Fake
6038,True
18136,True
6390,True
43402,Fake
38617,Fake
1644,True
21560,Fake
11275,True
39540,Fake
14502,True
26550,Fake
26457,Fake
12539,True
26189,Fake
21241,True
29832,Fake
17628,True
26340,Fake
16621,True
41334,Fake
10104,True
12255,True
30050,Fake
25689,Fake
38226,Fake
7603,True
41312,Fake
4300,True
17627,True
36558,Fake
21286,True
37261,Fake
43526,Fake
39593,Fake
19831,True
41609,Fake
41882,Fake
30072,Fake
40078,Fake
29629,Fake
40280,Fake
7543,True
23211,Fake
2611,True
27880,Fake
19740,True
43495,Fake
1444,True
32781,Fake
11135,True
37132,Fake
14729,True
2355,True
21078,True
35190,Fake
41360,Fake
15574,True
32670,Fake
5956,True
3210,True
37604,Fake
32720,Fake
3547,True
2516,True
20109,True
34441,Fake
24216,Fake
30631,Fake
34585,Fake
9707,True
7126,True
8796,True
25144,Fake
31729,Fake
41198,Fake
29052,Fake
9882,True
17814,True
31743,Fake
37634,Fake
18861,True
41732,Fake
37644,Fake
875,True
8441,True
3355,True
20167,True
33841,Fake
40935,Fake
25003,Fake
1759,True
8832,True
4586,True
40949,Fake
19085,True
35869,Fake
31946,Fake
14986,True
32937,Fake
40227,Fake
27824,Fake
3164,True
32795,Fake
40436,Fake
38351,Fake
34169,Fake
3217,True
38369,Fake
29306,Fake
4115,True
32331,Fake
13784,True
9639,True
41850,Fake
16904,True
8049,True
33361,Fake
22278,Fake
1504,True
44026,Fake
38711,Fake
27670,Fake
35002,Fake
23630,Fake
16984,True
38756,Fake
11968,True
39131,Fake
5469,True
36083,Fake
29343,Fake
3558,True
25389,Fake
30719,Fake
12246,True
11791,True
24353,Fake
30289,Fake
25960,Fake
20684,True
18927,True
11826,True
1519,True
19880,True
40768,Fake
21057,True
21593,Fake
3415,True
28681,Fake
31653,Fake
31099,Fake
41470,Fake
43532,Fake
5153,True
19250,True
2844,True
39858,Fake
41638,Fake
3934,True
4709,True
43315,Fake
23625,Fake
7294,True
38109,Fake
44092,Fake
25211,Fake
25613,Fake
17354,True
39214,Fake
19211,True
35200,Fake
15815,True
16317,True
41009,Fake
15860,True
34263,Fake
20803,True
20127,True
934,True
13135,True
4854,True
10234,True
40168,Fake
40044,Fake
3298,True
39367,Fake
9691,True
5413,True
29164,Fake
18078,True
26996,Fake
24630,Fake
19799,True
37156,Fake
4545,True
37206,Fake
28661,Fake
12713,True
25831,Fake
27130,Fake
3494,True
27255,Fake
11340,True
23159,Fake
14132,True
5311,True
32907,Fake
32412,Fake
43082,Fake
28916,Fake
16168,True
7889,True
1662,True
38346,Fake
17921,True
26922,Fake
32753,Fake
43139,Fake
38520,Fake
40973,Fake
39517,Fake
15551,True
21715,Fake
2214,True
36749,Fake
40759,Fake
37415,Fake
1018,True
1136,True
19325,True
43618,Fake
8170,True
42169,Fake
30896,Fake
36393,Fake
6064,True
7708,True
31608,Fake
25040,Fake
39750,Fake
39282,Fake
34023,Fake
28209,Fake
24203,Fake
11042,True
7651,True
44689,Fake
34012,Fake
1683,True
36829,Fake
14082,True
4893,True
41072,Fake
38797,Fake
36675,Fake
3220,True
25500,Fake
36601,Fake
17319,True
44589,Fake
31242,Fake
5353,True
34424,Fake
27658,Fake
42939,Fake
21824,Fake
2102,True
26407,Fake
42006,Fake
32515,Fake
38150,Fake
29519,Fake
20319,True
35711,Fake
20240,True
16805,True
41346,Fake
25581,Fake
31402,Fake
20892,True
31913,Fake
15958,True
14908,True
38776,Fake
13545,True
11056,True
5782,True
40740,Fake
37481,Fake
3449,True
17300,True
4381,True
35901,Fake
5560,True
20542,True
13790,True
23584,Fake
10262,True
6774,True
37779,Fake
10039,True
7932,True
17764,True
15575,True
30583,Fake
29991,Fake
10421,True
11339,True
35133,Fake
42038,Fake
36311,Fake
4896,True
43422,Fake
20939,True
1555,True
41992,Fake
7635,True
38478,Fake
35302,Fake
30709,Fake
32049,Fake
37857,Fake
35906,Fake
21480,Fake
44664,Fake
4,True
7977,True
41214,Fake
9150,True
38204,Fake
21992,Fake
23932,Fake
11510,True
14813,True
21036,True
32735,Fake
12304,True
14865,True
538,True
44439,Fake
231,True
28149,Fake
35110,Fake
15845,True
43428,Fake
31780,Fake
18448,True
38211,Fake
27206,Fake
24422,Fake
44377,Fake
24470,Fake
8283,True
40514,Fake
15198,True
17901,True
30343,Fake
23773,Fake
37047,Fake
33289,Fake
31449,Fake
23759,Fake
1590,True
1058,True
17930,True
7322,True
11926,True
33441,Fake
20030,True
5521,True
31198,Fake
38065,Fake
1792,True
43195,Fake
2390,True
37698,Fake
21999,Fake
18319,True
7241,True
9416,True
31605,Fake
11452,True
31550,Fake
28070,Fake
7971,True
32362,Fake
14461,True
34980,Fake
37060,Fake
36576,Fake
43348,Fake
27815,Fake
41467,Fake
2797,True
40834,Fake
38149,Fake
30640,Fake
8209,True
25515,Fake
27496,Fake
9293,True
4098,True
9407,True
41074,Fake
9663,True
7393,True
32837,Fake
17691,True
4511,True
17883,True
29827,Fake
15959,True
26357,Fake
5766,True
39890,Fake
18609,True
26088,Fake
28198,Fake
20228,True
26178,Fake
2360,True
18248,True
13229,True
28618,Fake
16044,True
21254,True
41122,Fake
4966,True
3737,True
1624,True
14552,True
39402,Fake
20944,True
1746,True
43250,Fake
26223,Fake
6655,True
3362,True
12062,True
2959,True
1842,True
27513,Fake
9516,True
41667,Fake
11503,True
23135,Fake
24315,Fake
11356,True
38320,Fake
41645,Fake
27171,Fake
21886,Fake
33285,Fake
14240,True
23481,Fake
36501,Fake
23942,Fake
41073,Fake
43739,Fake
20577,True
41759,Fake
26797,Fake
35216,Fake
25574,Fake
20541,True
37866,Fake
4200,True
38158,Fake
37006,Fake
19536,True
24716,Fake
37775,Fake
25262,Fake
1998,True
15666,True
10133,True
5806,True
35845,Fake
17994,True
2033,True
16130,True
32773,Fake
32183,Fake
41867,Fake
6279,True
3085,True
36261,Fake
36354,Fake
43159,Fake
38175,Fake
41385,Fake
7917,True
20344,True
29739,Fake
6937,True
32893,Fake
20010,True
4400,True
8143,True
34998,Fake
11025,True
11043,True
7625,True
20982,True
30464,Fake
8509,True
7804,True
37639,Fake
34448,Fake
9804,True
28693,Fake
13017,True
12010,True
15791,True
26443,Fake
23980,Fake
22630,Fake
7458,True
37678,Fake
10479,True
25727,Fake
43760,Fake
14668,True
22548,Fake
39140,Fake
32859,Fake
12472,True
5635,True
35082,Fake
44447,Fake
25168,Fake
38855,Fake
38239,Fake
19643,True
19562,True
10904,True
22159,Fake
7739,True
7640,True
1175,True
44843,Fake
26348,Fake
7704,True
30925,Fake
43702,Fake
371,True
14951,True
39418,Fake
37443,Fake
12275,True
35232,Fake
9945,True
30541,Fake
15880,True
32002,Fake
20501,True
42826,Fake
37892,Fake
34461,Fake
27385,Fake
25836,Fake
27915,Fake
12520,True
4927,True
3077,True
7570,True
32432,Fake
28808,Fake
14555,True
233,True
24355,Fake
37372,Fake
4313,True
13162,True
18428,True
125,True
13712,True
5113,True
1460,True
27492,Fake
17817,True
22304,Fake
11557,True
21430,Fake
5674,True
14701,True
24065,Fake
36891,Fake
16080,True
12166,True
26448,Fake
3592,True
1886,True
43611,Fake
40324,Fake
3768,True
20357,True
40331,Fake
13089,True
21684,Fake
19973,True
20306,True
23111,Fake
557,True
43742,Fake
27871,Fake
34530,Fake
37375,Fake
2788,True
20663,True
14659,True
16738,True
30170,Fake
29717,Fake
5990,True
3505,True
2640,True
3034,True
30037,Fake
2984,True
42603,Fake
5441,True
25985,Fake
15692,True
21938,Fake
28955,Fake
42413,Fake
30484,Fake
39341,Fake
9742,True
3179,True
19628,True
10769,True
15355,True
5496,True
11080,True
21688,Fake
32891,Fake
43251,Fake
15831,True
41579,Fake
18921,True
13065,True
22958,Fake
33759,Fake
30850,Fake
10117,True
27253,Fake
6137,True
13636,True
10106,True
27680,Fake
42049,Fake
42201,Fake
15362,True
25570,Fake
21554,Fake
24753,Fake
12697,True
42772,Fake
24546,Fake
26645,Fake
25343,Fake
18052,True
23880,Fake
10709,True
41510,Fake
718,True
13222,True
21031,True
38025,Fake
26172,Fake
14640,True
1028,True
31349,Fake
39828,Fake
30406,Fake
33849,Fake
15763,True
14893,True
376,True
24367,Fake
9718,True
43293,Fake
36526,Fake
7786,True
15098,True
34304,Fake
19286,True
13598,True
31428,Fake
34930,Fake
6549,True
14169,True
32747,Fake
25572,Fake
23522,Fake
19051,True
44775,Fake
9295,True
28152,Fake
12291,True
27872,Fake
39325,Fake
35116,Fake
9795,True
40327,Fake
18677,True
26810,Fake
26235,Fake
18181,True
35778,Fake
24195,Fake
44295,Fake
5939,True
31664,Fake
39350,Fake
30616,Fake
19722,True
6566,True
44131,Fake
15988,True
28789,Fake
40829,Fake
25748,Fake
19552,True
3402,True
41067,Fake
34159,Fake
29795,Fake
4866,True
20333,True
42120,Fake
8026,True
30024,Fake
32901,Fake
22094,Fake
7761,True
38489,Fake
25826,Fake
21298,True
14646,True
28048,Fake
34102,Fake
11754,True
36197,Fake
17696,True
38056,Fake
36423,Fake
15930,True
8756,True
14373,True
3269,True
6282,True
28705,Fake
22151,Fake
15741,True
43905,Fake
28003,Fake
28679,Fake
26370,Fake
27218,Fake
35328,Fake
3670,True
33213,Fake
30881,Fake
39434,Fake
16989,True
7927,True
43503,Fake
25019,Fake
9515,True
35390,Fake
31212,Fake
42817,Fake
17528,True
44414,Fake
24304,Fake
24495,Fake
20768,True
17643,True
40784,Fake
14280,True
6721,True
22363,Fake
8768,True
1714,True
38720,Fake
29423,Fake
35917,Fake
31679,Fake
33801,Fake
31435,Fake
26808,Fake
25514,Fake
7842,True
17296,True
36807,Fake
17274,True
10300,True
29484,Fake
44720,Fake
9610,True
30233,Fake
15806,True
30824,Fake
29764,Fake
13174,True
37357,Fake
1546,True
36348,Fake
14014,True
281,True
14896,True
2054,True
30337,Fake
13813,True
44706,Fake
7400,True
1339,True
21348,True
33243,Fake
29910,Fake
15251,True
21203,True
40469,Fake
3092,True
26508,Fake
5000,True
17757,True
17928,True
33690,Fake
22130,Fake
26015,Fake
17822,True
4831,True
17361,True
7321,True
9657,True
18814,True
33807,Fake
9753,True
8308,True
20709,True
9735,True
2971,True
3576,True
32344,Fake
4887,True
14086,True
19718,True
21266,True
16459,True
27365,Fake
5957,True
1977,True
39884,Fake
9281,True
21300,True
36670,Fake
24786,Fake
44533,Fake
32055,Fake
36772,Fake
1652,True
17986,True
37903,Fake
13073,True
6996,True
12087,True
33912,Fake
38343,Fake
20573,True
17722,True
15735,True
32638,Fake
3408,True
29384,Fake
15376,True
6063,True
32563,Fake
1351,True
23848,Fake
6246,True
8378,True
42671,Fake
39541,Fake
3238,True
6355,True
5741,True
30523,Fake
31615,Fake
3308,True
7981,True
20395,True
18362,True
5753,True
42612,Fake
9732,True
29664,Fake
10465,True
34827,Fake
15502,True
770,True
36612,Fake
31106,Fake
38101,Fake
43389,Fake
25643,Fake
33400,Fake
44093,Fake
29690,Fake
29003,Fake
6817,True
35890,Fake
4114,True
16209,True
14795,True
29140,Fake
11143,True
19858,True
19948,True
17404,True
41607,Fake
21445,Fake
25159,Fake
38263,Fake
10911,True
41878,Fake
32235,Fake
5891,True
35764,Fake
37127,Fake
35310,Fake
17583,True
42788,Fake
11776,True
14308,True
41378,Fake
22282,Fake
21814,Fake
1770,True
42143,Fake
12576,True
5749,True
32116,Fake
37958,Fake
40104,Fake
44588,Fake
32839,Fake
34392,Fake
42279,Fake
14695,True
33126,Fake
31867,Fake
5507,True
29165,Fake
14544,True
22980,Fake
22624,Fake
18983,True
33260,Fake
19521,True
9160,True
20953,True
25251,Fake
30391,Fake
6117,True
6426,True
40548,Fake
22581,Fake
3724,True
32429,Fake
31677,Fake
32534,Fake
43747,Fake
40307,Fake
17929,True
11231,True
22822,Fake
787,True
18056,True
10811,True
36065,Fake
21179,True
16529,True
20046,True
38199,Fake
43943,Fake
2515,True
13177,True
23171,Fake
27954,Fake
41626,Fake
38504,Fake
36018,Fake
3184,True
28085,Fake
22605,Fake
40954,Fake
9787,True
8598,True
1091,True
7962,True
13238,True
16049,True
7899,True
41866,Fake
12018,True
18826,True
25118,Fake
22469,Fake
10691,True
26107,Fake
27325,Fake
21206,True
28102,Fake
29074,Fake
32330,Fake
14291,True
34712,Fake
19136,True
34853,Fake
8955,True
8151,True
33662,Fake
26576,Fake
27745,Fake
23677,Fake
44410,Fake
40187,Fake
528,True
40579,Fake
41370,Fake
10636,True
38582,Fake
19295,True
11160,True
15673,True
34373,Fake
37693,Fake
22451,Fake
13120,True
26319,Fake
11559,True
34661,Fake
23638,Fake
25790,Fake
32782,Fake
23062,Fake
35788,Fake
12273,True
34429,Fake
34322,Fake
11052,True
4664,True
39005,Fake
36314,Fake
7618,True
41835,Fake
13803,True
24019,Fake
31944,Fake
32731,Fake
31981,Fake
3702,True
43175,Fake
38693,Fake
24502,Fake
39555,Fake
44422,Fake
28002,Fake
25630,Fake
14861,True
10388,True
42597,Fake
43829,Fake
10506,True
38428,Fake
38493,Fake
9292,True
30516,Fake
27850,Fake
2643,True
13758,True
13702,True
33467,Fake
9774,True
2647,True
41818,Fake
3879,True
41659,Fake
43999,Fake
12282,True
7258,True
11957,True
858,True
41181,Fake
10926,True
21974,Fake
38843,Fake
42280,Fake
39793,Fake
44272,Fake
43908,Fake
31583,Fake
9164,True
9689,True
41919,Fake
12848,True
16600,True
26092,Fake
3093,True
19137,True
3699,True
2762,True
11405,True
20409,True
9265,True
11666,True
36155,Fake
28907,Fake
10288,True
42209,Fake
33792,Fake
4333,True
29017,Fake
34595,Fake
15373,True
25854,Fake
15899,True
41230,Fake
429,True
15048,True
5157,True
13741,True
2318,True
15876,True
4153,True
42041,Fake
17746,True
42060,Fake
9957,True
34168,Fake
32265,Fake
28346,Fake
27622,Fake
21956,Fake
3397,True
10061,True
38620,Fake
24799,Fake
25556,Fake
21588,Fake
6878,True
33192,Fake
40755,Fake
37811,Fake
5440,True
43073,Fake
37157,Fake
13413,True
38613,Fake
11413,True
31496,Fake
37268,Fake
39164,Fake
27164,Fake
16461,True
19277,True
32881,Fake
34414,Fake
5174,True
14323,True
11703,True
36751,Fake
1819,True
25459,Fake
32532,Fake
11217,True
8928,True
40410,Fake
27583,Fake
3040,True
34175,Fake
30625,Fake
12488,True
8813,True
10989,True
26283,Fake
38143,Fake
30180,Fake
19178,True
40902,Fake
43372,Fake
10354,True
13851,True
1987,True
3786,True
44716,Fake
36773,Fake
11911,True
23576,Fake
17377,True
36276,Fake
35089,Fake
32826,Fake
21427,Fake
13829,True
38224,Fake
3914,True
979,True
9071,True
22997,Fake
18457,True
29462,Fake
25755,Fake
6270,True
38484,Fake
13880,True
36268,Fake
16694,True
3813,True
19995,True
44806,Fake
3096,True
36456,Fake
8551,True
23572,Fake
37168,Fake
9019,True
15130,True
33596,Fake
10585,True
4843,True
8913,True
16770,True
21052,True
38809,Fake
29189,Fake
14663,True
6387,True
16756,True
37355,Fake
20816,True
18781,True
1846,True
35919,Fake
23432,Fake
16764,True
37304,Fake
15475,True
16162,True
3816,True
10678,True
35220,Fake
8724,True
4829,True
20911,True
17209,True
37144,Fake
25147,Fake
36723,Fake
21783,Fake
14409,True
15660,True
30661,Fake
5228,True
18731,True
19576,True
22530,Fake
36402,Fake
23198,Fake
41939,Fake
21473,Fake
18907,True
12866,True
11641,True
4770,True
23723,Fake
36957,Fake
34149,Fake
35947,Fake
37527,Fake
4049,True
26557,Fake
26901,Fake
9922,True
41687,Fake
14182,True
37627,Fake
24324,Fake
13919,True
39354,Fake
43594,Fake
4036,True
1087,True
43028,Fake
36905,Fake
17086,True
42105,Fake
11192,True
26639,Fake
33191,Fake
19109,True
12004,True
1990,True
24339,Fake
31618,Fake
4785,True
14194,True
29048,Fake
12429,True
35147,Fake
1917,True
11541,True
12814,True
39413,Fake
39950,Fake
7404,True
32636,Fake
8684,True
22513,Fake
42313,Fake
20001,True
19134,True
16669,True
9177,True
22552,Fake
13495,True
864,True
4356,True
10240,True
34904,Fake
8573,True
23750,Fake
42022,Fake
35258,Fake
19484,True
1566,True
26236,Fake
32900,Fake
1492,True
11718,True
23306,Fake
1727,True
41861,Fake
44293,Fake
3126,True
13721,True
21340,True
12546,True
42856,Fake
9799,True
15546,True
28219,Fake
9489,True
33211,Fake
22557,Fake
34822,Fake
8335,True
4728,True
9879,True
6330,True
18875,True
34155,Fake
16134,True
30256,Fake
27207,Fake
17777,True
2609,True
27489,Fake
44108,Fake
23117,Fake
19634,True
20893,True
20820,True
9640,True
18860,True
40221,Fake
10682,True
28299,Fake
24018,Fake
16403,True
38054,Fake
11937,True
23182,Fake
5269,True
24404,Fake
29787,Fake
22826,Fake
7042,True
38438,Fake
24032,Fake
22556,Fake
27582,Fake
16825,True
18308,True
18508,True
36842,Fake
29056,Fake
2641,True
4746,True
30380,Fake
44320,Fake
8402,True
38052,Fake
17819,True
33267,Fake
22274,Fake
28833,Fake
23378,Fake
1902,True
23282,Fake
32763,Fake
21143,True
29361,Fake
39883,Fake
43877,Fake
29645,Fake
41930,Fake
9105,True
4884,True
3008,True
40549,Fake
943,True
30095,Fake
21677,Fake
20888,True
27309,Fake
43152,Fake
39302,Fake
37649,Fake
17084,True
2572,True
36553,Fake
20585,True
22194,Fake
10748,True
26880,Fake
1256,True
4575,True
19450,True
32579,Fake
35528,Fake
21898,Fake
33368,Fake
14380,True
41260,Fake
24951,Fake
31822,Fake
33527,Fake
30539,Fake
6464,True
39570,Fake
564,True
31471,Fake
9602,True
27642,Fake
20377,True
2112,True
2521,True
33160,Fake
32436,Fake
21141,True
37642,Fake
34178,Fake
378,True
43631,Fake
30128,Fake
44751,Fake
15819,True
10385,True
15519,True
33840,Fake
24536,Fake
10621,True
21217,True
14446,True
3593,True
33204,Fake
14125,True
12619,True
3632,True
24888,Fake
33058,Fake
39612,Fake
19079,True
906,True
22891,Fake
21303,True
35336,Fake
42529,Fake
38528,Fake
13714,True
28148,Fake
22336,Fake
11010,True
31735,Fake
18444,True
26100,Fake
13001,True
24815,Fake
1157,True
7226,True
17661,True
12441,True
36510,Fake
25029,Fake
40032,Fake
35520,Fake
40017,Fake
41962,Fake
35803,Fake
33639,Fake
3329,True
13072,True
43876,Fake
35199,Fake
10603,True
7024,True
15167,True
16745,True
40827,Fake
31817,Fake
41604,Fake
35761,Fake
30187,Fake
12633,True
21079,True
41848,Fake
36096,Fake
34092,Fake
43260,Fake
20363,True
25231,Fake
2677,True
3286,True
3315,True
38193,Fake
33302,Fake
43751,Fake
41815,Fake
41012,Fake
23257,Fake
19985,True
42713,Fake
3445,True
23207,Fake
1250,True
41101,Fake
3837,True
36079,Fake
44242,Fake
26287,Fake
36925,Fake
19271,True
35893,Fake
39954,Fake
35414,Fake
36367,Fake
36004,Fake
20353,True
20787,True
7408,True
41395,Fake
5699,True
44593,Fake
5361,True
1800,True
37752,Fake
24774,Fake
21437,Fake
22113,Fake
8178,True
40624,Fake
27428,Fake
38488,Fake
41666,Fake
19012,True
33040,Fake
14454,True
19611,True
20398,True
43536,Fake
23610,Fake
33460,Fake
17095,True
21296,True
776,True
11912,True
34297,Fake
35162,Fake
37994,Fake
42360,Fake
8352,True
18432,True
41387,Fake
6617,True
16012,True
28678,Fake
25274,Fake
37465,Fake
20111,True
2327,True
43207,Fake
17768,True
36506,Fake
38893,Fake
5109,True
21737,Fake
14887,True
7345,True
34949,Fake
31659,Fake
26434,Fake
24551,Fake
41700,Fake
33185,Fake
3973,True
24293,Fake
37095,Fake
27357,Fake
26744,Fake
25693,Fake
22150,Fake
18258,True
4950,True
14054,True
22348,Fake
31436,Fake
22143,Fake
24114,Fake
0,True
24362,Fake
28460,Fake
18415,True
13609,True
24626,Fake
25796,Fake
1184,True
18873,True
25395,Fake
17088,True
39228,Fake
21418,Fake
7633,True
36619,Fake
30219,Fake
26916,Fake
33430,Fake
21357,True
35747,Fake
15317,True
25852,Fake
61,True
36901,Fake
41008,Fake
30659,Fake
16113,True
11876,True
37645,Fake
43399,Fake
3041,True
27014,Fake
15632,True
6053,True
13151,True
30242,Fake
31666,Fake
7293,True
14671,True
20883,True
22342,Fake
3785,True
28338,Fake
23148,Fake
16906,True
21021,True
11240,True
35251,Fake
4738,True
33300,Fake
8608,True
41935,Fake
36633,Fake
32743,Fake
8947,True
27645,Fake
13812,True
19603,True
30864,Fake
7820,True
42969,Fake
38997,Fake
19207,True
38673,Fake
14824,True
18164,True
10199,True
2462,True
37483,Fake
4169,True
22381,Fake
27619,Fake
10753,True
7247,True
41491,Fake
27065,Fake
40276,Fake
25665,Fake
11131,True
31036,Fake
4823,True
4490,True
4420,True
18358,True
36584,Fake
42113,Fake
35381,Fake
1878,True
587,True
21960,Fake
31818,Fake
28402,Fake
42610,Fake
34052,Fake
8313,True
24455,Fake
6569,True
28530,Fake
40027,Fake
7069,True
30134,Fake
18882,True
17187,True
23273,Fake
3905,True
27270,Fake
5028,True
16859,True
25605,Fake
30603,Fake
12392,True
36116,Fake
39080,Fake
1160,True
32014,Fake
199,True
212,True
25629,Fake
21514,Fake
22438,Fake
39834,Fake
29549,Fake
14226,True
1299,True
13243,True
31897,Fake
23742,Fake
19506,True
36941,Fake
2275,True
41821,Fake
3223,True
11498,True
28413,Fake
13141,True
21946,Fake
19531,True
43319,Fake
27016,Fake
18621,True
39391,Fake
5653,True
